---Item List as of 04/09/2009---
Tools: POLutils (thanks Pebbles)
Organizer: Blasingame

Notes: If you find any missing items on this list please notify dev or myself on http://www.projectxi.org/forums/.

Table of Contents:
1. General Items	[GI1]
00000467 (1127)	Kindred's seal
00000468 (1128)	copy of the Wyvern Codex
00000469 (1129)	copy of the Griffon Codex
0000046A (1130)	moon orb
0000046B (1131)	star orb
0000046C (1132)	square of raxa
0000046D (1133)	vial of dragon blood
0000046E (1134)	sheet of bast parchment
0000046F (1135)	Norg shell
00000470 (1136)	Uggalepih key
00000471 (1137)	prelate key
00000472 (1138)	unlit lantern
00000473 (1139)	rancor flame
00000474 (1140)	flame of crimson rancor
00000475 (1141)	flame of blue rancor
00000476 (1142)	judgment key
00000477 (1143)	cursed key
00000478 (1144)	jar of rafflesia nectar
00000479 (1145)	Tonberry board
0000047A (1146)	slab of Elshimo marble
0000047B (1147)	rock of ancient salt
0000047C (1148)	clump of shoalweed
0000047D (1149)	star spinel
0000047E (1150)	snobby letter
0000047F (1151)	lump of oriental steel
00000480 (1152)	lump of bomb steel
00000481 (1153)	sacred branch
00000482 (1154)	three-leaf mandragora bud
00000483 (1155)	handful of iron sand
00000484 (1156)	crawler calculus
00000485 (1157)	handful of the sands of silence
00000486 (1158)	wandering bulb
00000487 (1159)	wyvern egg
00000488 (1160)	frag rock
00000489 (1161)	uchitake
0000048A (1162)	Tonberry lantern
0000048B (1163)	lock of manticore hair
0000048C (1164)	tsurara
0000048D (1165)	doll shard
0000048E (1166)	banishing charm
0000048F (1167)	kawahori-ogi
00000490 (1168)	sack of fish bait
00000491 (1169)	earth pendulum
00000492 (1170)	makibishi
00000493 (1171)	ice pendulum
00000494 (1172)	lightning pendulum
00000495 (1173)	hiraishin
00000496 (1174)	wind pendulum
00000497 (1175)	Clotho orb
00000498 (1176)	mizu-deppo
00000499 (1177)	comet orb
0000049A (1178)	Lachesis orb
0000049B (1179)	shihei
0000049C (1180)	Atropos orb
0000049D (1181)	clump of goobbue humus
0000049E (1182)	jusatsu
0000049F (1183)	offering to Uggalepih
000004A0 (1184)	Uggalepih whistle
000004A1 (1185)	kaginawa
000004A2 (1186)	bomb queen core
000004A3 (1187)	pinch of bomb queen ash
000004A4 (1188)	sairui-ran
000004A5 (1189)	rattling egg
000004A6 (1190)	Antican tag
000004A7 (1191)	kodoku
000004A8 (1192)	fallen star
000004A9 (1193)	high-quality crab shell
000004AA (1194)	shinobi-tabi
000004AB (1195)	flask of Ro'Maeve spring water
000004AC (1196)	Qiqirn cape
000004AD (1197)	Sahagin key
000004AE (1198)	sacred sprig
000004AF (1199)	northern fur
000004B0 (1200)	piece of eastern pottery
000004B1 (1201)	southern mummy
000004B2 (1202)	bottle of bubbly water
000004B3 (1203)	Egil's torch
000004B4 (1204)	eye of Nept
000004B5 (1205)	dose of desert light
000004B6 (1206)	elder branch
000004B7 (1207)	bottle of Rust 'B' Gone
000004B8 (1208)	ancients' key
000004B9 (1209)	vial of desert venom
000004BA (1210)	damp scroll
000004BB (1211)	handful of bronze bolt heads
000004BC (1212)	handful of mythril bolt heads
000004BD (1213)	handful of darksteel bolt heads
000004BE (1214)	handful of stone arrowheads
000004BF (1215)	handful of bone arrowheads
000004C0 (1216)	handful of iron arrowheads
000004C1 (1217)	handful of silver arrowheads
000004C2 (1218)	handful of fire arrowheads
000004C3 (1219)	handful of ice arrowheads
000004C4 (1220)	handful of lightning arrowheads
000004C5 (1221)	bag of chocobo fletchings
000004C6 (1222)	bag of Yagudo fletchings
000004C7 (1223)	bag of bird fletchings
000004C8 (1224)	bag of insect fletchings
000004C9 (1225)	gold nugget
000004CA (1226)	mythril nugget
000004CB (1227)	platinum nugget
000004CC (1228)	darksteel nugget
000004CD (1229)	adaman nugget
000004CE (1230)	copper nugget
000004CF (1231)	brass nugget
000004D0 (1232)	bronze nugget
000004D1 (1233)	silver nugget
000004D2 (1234)	iron nugget
000004D3 (1235)	steel nugget
000004D4 (1236)	bag of cactus stems
000004D5 (1237)	bag of tree cuttings
000004D6 (1238)	bag of tree saplings
000004D7 (1239)	Goblin doll
000004D8 (1240)	koma
000004D9 (1241)	pinch of twinkle powder
000004DA (1242)	handful of blind bolt heads
000004DB (1243)	handful of acid bolt heads
000004DC (1244)	handful of holy bolt heads
000004DD (1245)	handful of venom bolt heads
000004DE (1246)	handful of bloody bolt heads
000004DF (1247)	handful of sleep bolt heads
000004E0 (1248)	handful of beetle arrowheads
000004E1 (1249)	handful of horn arrowheads
000004E2 (1250)	handful of scorpion arrowheads
000004E3 (1251)	handful of demon arrowheads
000004E4 (1252)	handful of poison arrowheads
000004E5 (1253)	handful of sleep arrowheads
000004E6 (1254)	bag of blk. chocobo fletchings
000004E7 (1255)	chunk of fire ore
000004E8 (1256)	chunk of ice ore
000004E9 (1257)	chunk of wind ore
000004EA (1258)	chunk of earth ore
000004EB (1259)	chunk of lightning ore
000004EC (1260)	chunk of water ore
000004ED (1261)	chunk of light ore
000004EE (1262)	chunk of dark ore
000004EF (1263)	Leshonki bulb
000004F0 (1264)	clump of great Boyahda moss
000004F1 (1265)	four-leaf korringan bud
000004F2 (1266)	Tonberry rattle
000004F3 (1267)	bag of bee larvae
000004F4 (1268)	doll gizmo
000004F5 (1269)	mana barrel
000004F6 (1270)	Arachne web
000004F7 (1271)	pigeon's blood ruby
000004F8 (1272)	Arioch fang
000004F9 (1273)	Namtar bone
000004FA (1274)	southern pearl
000004FB (1275)	Amemet skin
000004FC (1276)	Tarasque skin
000004FD (1277)	Lindwurm skin
000004FE (1278)	spool of twinthread
000004FF (1279)	square of taffeta cloth
00000500 (1280)	square of sarcenet cloth
00000501 (1281)	square of cheviot cloth
00000502 (1282)	Flauros whisker
00000503 (1283)	Ose whisker
00000504 (1284)	inferno core
00000505 (1285)	luminous core
00000506 (1286)	spirit core
00000507 (1287)	frigid core
00000508 (1288)	wooden Hakutaku eye
00000509 (1289)	burning Hakutaku eye
0000050A (1290)	earthen Hakutaku eye
0000050B (1291)	golden Hakutaku eye
0000050C (1292)	damp Hakutaku eye
0000050D (1293)	Narasimha hide
0000050E (1294)	spool of Arachne thread
0000050F (1295)	twincoon
00000510 (1296)	Yowie skin
00000511 (1297)	square of Narasimha leather
00000512 (1298)	Hakutaku eye cluster
00000513 (1299)	fire bead
00000514 (1300)	ice bead
00000515 (1301)	wind bead
00000516 (1302)	earth bead
00000517 (1303)	lightning bead
00000518 (1304)	water bead
00000519 (1305)	light bead
0000051A (1306)	dark bead
0000051B (1307)	silver leaf
0000051C (1308)	Mythril leaf
0000051D (1309)	Gold leaf
0000051E (1310)	Platinum leaf
0000051F (1311)	piece of oxblood
00000520 (1312)	piece of angel skin
00000521 (1313)	lock of Siren's hair
00000522 (1314)	dryadic abjuration: head
00000523 (1315)	dryadic abjuration: body
00000524 (1316)	dryadic abjuration: hands
00000525 (1317)	dryadic abjuration: legs
00000526 (1318)	dryadic abjuration: feet
00000527 (1319)	earthen abjuration: head
00000528 (1320)	earthen abjuration: body
00000529 (1321)	earthen abjuration: hands
0000052A (1322)	earthen abjuration: legs
0000052B (1323)	earthen abjuration: feet
0000052C (1324)	aquarian abjuration: head
0000052D (1325)	aquarian abjuration: body
0000052E (1326)	aquarian abjuration: hands
0000052F (1327)	aquarian abjuration: legs
00000530 (1328)	aquarian abjuration: feet
00000531 (1329)	martial abjuration: head
00000532 (1330)	martial abjuration: body
00000533 (1331)	martial abjuration: hands
00000534 (1332)	martial abjuration: legs
00000535 (1333)	martial abjuration: feet
00000536 (1334)	wyrmal abjuration: head
00000537 (1335)	wyrmal abjuration: body
00000538 (1336)	wyrmal abjuration: hands
00000539 (1337)	wyrmal abjuration: legs
0000053A (1338)	wyrmal abjuration: feet
0000053B (1339)	neptunal abjuration: head
0000053C (1340)	neptunal abjuration: body
0000053D (1341)	neptunal abjuration: hands
0000053E (1342)	neptunal abjuration: legs
0000053F (1343)	neptunal abjuration: feet
00000540 (1344)	cursed kabuto
00000541 (1345)	cursed kabuto -1
00000542 (1346)	cursed togi
00000543 (1347)	cursed togi -1
00000544 (1348)	cursed kote
00000545 (1349)	cursed kote -1
00000546 (1350)	cursed haidate
00000547 (1351)	cursed haidate -1
00000548 (1352)	cursed sune-ate
00000549 (1353)	cursed sune-ate -1
0000054A (1354)	cursed celata
0000054B (1355)	cursed celata -1
0000054C (1356)	cursed hauberk
0000054D (1357)	cursed hauberk -1
0000054E (1358)	cursed mufflers
0000054F (1359)	cursed mufflers -1
00000550 (1360)	cursed breeches
00000551 (1361)	cursed breeches -1
00000552 (1362)	cursed sollerets
00000553 (1363)	cursed sollerets -1
00000554 (1364)	cursed crown
00000555 (1365)	cursed crown -1
00000556 (1366)	cursed dalmatica
00000557 (1367)	cursed dalmatica -1
00000558 (1368)	cursed mitts
00000559 (1369)	cursed mitts -1
0000055A (1370)	cursed slacks
0000055B (1371)	cursed slacks -1
0000055C (1372)	cursed pumps
0000055D (1373)	cursed pumps -1
0000055E (1374)	cursed schaller
0000055F (1375)	cursed schaller -1
00000560 (1376)	cursed cuirass
00000561 (1377)	cursed cuirass -1
00000562 (1378)	cursed handschuhs
00000563 (1379)	cursed handschuhs -1
00000564 (1380)	cursed diechlings
00000565 (1381)	cursed diechlings -1
00000566 (1382)	cursed schuhs
00000567 (1383)	cursed schuhs -1
00000568 (1384)	cursed mask
00000569 (1385)	cursed mask -1
0000056A (1386)	cursed mail
0000056B (1387)	cursed mail -1
0000056C (1388)	cursed finger gauntlets
0000056D (1389)	cursed finger gauntlets -1
0000056E (1390)	cursed cuisses
0000056F (1391)	cursed cuisses -1
00000570 (1392)	cursed greaves
00000571 (1393)	cursed greaves -1
00000572 (1394)	cursed cap
00000573 (1395)	cursed cap -1
00000574 (1396)	cursed harness
00000575 (1397)	cursed harness -1
00000576 (1398)	cursed gloves
00000577 (1399)	cursed gloves -1
00000578 (1400)	cursed subligar
00000579 (1401)	cursed subligar -1
0000057A (1402)	cursed leggings
0000057B (1403)	cursed leggings -1
0000057C (1404)	seal of Genbu
0000057D (1405)	seal of Seiryu
0000057E (1406)	seal of Byakko
0000057F (1407)	seal of Suzaku
00000580 (1408)	bottle of illuminink
00000581 (1409)	spool of Siren's macrame
00000582 (1410)	sweet william
00000583 (1411)	phalaenopsis
00000584 (1412)	olive flower
00000585 (1413)	cattleya
00000586 (1414)	piece of wisteria lumber
00000587 (1415)	pot of urushi
00000588 (1416)	handful of karimata arrowheads
00000589 (1417)	bag of giant bird fletchings
0000058A (1418)	gem of the east
0000058B (1419)	springstone
0000058C (1420)	gem of the south
0000058D (1421)	summerstone
0000058E (1422)	gem of the west
0000058F (1423)	autumnstone
00000590 (1424)	gem of the north
00000591 (1425)	winterstone
00000592 (1426)	warrior's testimony
00000593 (1427)	monk's testimony
00000594 (1428)	white mage's testimony
00000595 (1429)	black mage's testimony
00000596 (1430)	red mage's testimony
00000597 (1431)	thief's testimony
00000598 (1432)	paladin's testimony
00000599 (1433)	dark knight's testimony
0000059A (1434)	beastmaster's testimony
0000059B (1435)	bard's testimony
0000059C (1436)	ranger's testimony
0000059D (1437)	samurai's testimony
0000059E (1438)	ninja's testimony
0000059F (1439)	dragoon's testimony
000005A0 (1440)	summoner's testimony
000005A1 (1441)	libation abjuration
000005A2 (1442)	oblation abjuration
000005A3 (1443)	pinch of dried mugwort
000005A4 (1444)	pot of divine sap
000005A5 (1445)	freya's tear
000005A6 (1446)	lacquer tree log
000005A7 (1447)	piece of lacquer tree lumber
000005A8 (1448)	pot of lacquer tree sap
000005A9 (1449)	Tukuku whiteshell
000005AA (1450)	Lungo-Nango jadeshell
000005AB (1451)	Rimilala stripeshell
000005AC (1452)	Ordelle bronzepiece
000005AD (1453)	Montiont silverpiece
000005AE (1454)	Ranperre goldpiece
000005AF (1455)	one byne bill
000005B0 (1456)	one hundred byne bill
000005B1 (1457)	ten thousand byne bill
000005B2 (1458)	mammoth tusk
000005B3 (1459)	square of griffon leather
000005B4 (1460)	Koh-I-Noor
000005B5 (1461)	wootz ingot
000005B6 (1462)	piece of lancewood lumber
000005B7 (1463)	Chronos tooth
000005B8 (1464)	lancewood log
000005B9 (1465)	slab of granite
000005BA (1466)	pile of relic iron
000005BB (1467)	chunk of relic steel
000005BC (1468)	flask of marksman's oil
000005BD (1469)	chunk of wootz ore
000005BE (1470)	sparkling stone
000005BF (1471)	box of sticky rice
000005C0 (1472)	gardenia seed
000005C1 (1473)	high-quality scorpion shell
000005C2 (1474)	infinity core
000005C3 (1475)	onz of curry powder
000005C4 (1476)	bag of xhifhut strings
000005C5 (1477)	xhifhut body
000005C6 (1478)	xhifhut bow
000005C7 (1479)	xhifhut head
000005C8 (1480)	mermaid head
000005C9 (1481)	mermaid body
000005CA (1482)	mermaid hands
000005CB (1483)	mermaid tail
000005CC (1484)	rancor mantle
000005CD (1485)	rancor globe
000005CE (1486)	rancor tank
000005CF (1487)	rancor handle
000005D0 (1488)	A egg
000005D1 (1489)	B egg
000005D2 (1490)	C egg
000005D3 (1491)	D egg
000005D4 (1492)	E egg
000005D5 (1493)	F egg
000005D6 (1494)	G egg
000005D7 (1495)	H egg
000005D8 (1496)	I egg
000005D9 (1497)	J egg
000005DA (1498)	K egg
000005DB (1499)	L egg
000005DC (1500)	M egg
000005DD (1501)	N egg
000005DE (1502)	O egg
000005DF (1503)	P egg
000005E0 (1504)	Q egg
000005E1 (1505)	R egg
000005E2 (1506)	S egg
000005E3 (1507)	T egg
000005E4 (1508)	U egg
000005E5 (1509)	V egg
000005E6 (1510)	W egg
000005E7 (1511)	X egg
000005E8 (1512)	Y egg
000005E9 (1513)	Z egg
000005EA (1514)	chocobo ticket
000005EB (1515)	handful of fang arrowheads
000005EC (1516)	griffon hide
000005ED (1517)	giant frozen head
000005EE (1518)	colossal skull
000005EF (1519)	fresh Orc liver
000005F0 (1520)	jar of Goblin grease
000005F1 (1521)	vial of slime juice
000005F2 (1522)	sprig of fresh marjoram
000005F3 (1523)	sprig of apple mint
000005F4 (1524)	sprig of fresh mugwort
000005F5 (1525)	adamantoise egg
000005F6 (1526)	wyrm beard
000005F7 (1527)	behemoth tongue
000005F8 (1528)	red cryptex
000005F9 (1529)	darksteel engraving
000005FA (1530)	seven-knot quipu
000005FB (1531)	sack of Galka fangs
000005FC (1532)	jade cryptex
000005FD (1533)	silver engraving
000005FE (1534)	sack of Mithra fangs
000005FF (1535)	thirteen-knot quipu
00000600 (1536)	tiger leather missive
00000601 (1537)	behemoth leather missive
00000602 (1538)	ram leather missive
00000603 (1539)	sack of hell hound fangs
00000604 (1540)	dhalmel leather missive
00000605 (1541)	sack of beach bunny fangs
00000606 (1542)	sheep leather missive
00000607 (1543)	coeurl leather missive
00000608 (1544)	mini tuning fork of fire
00000609 (1545)	mini tuning fork of ice
0000060A (1546)	mini tuning fork of wind
0000060B (1547)	mini tuning fork of earth
0000060C (1548)	mini tuning fork of lightning
0000060D (1549)	mini tuning fork of water
0000060E (1550)	ark pentasphere
0000060F (1551)	cloudy orb
00000610 (1552)	sky orb
00000611 (1553)	Themis orb
00000612 (1554)	onz of turmeric
00000613 (1555)	onz of coriander
00000614 (1556)	attestation of might
00000615 (1557)	attestation of celerity
00000616 (1558)	attestation of glory
00000617 (1559)	attestation of righteousness
00000618 (1560)	attestation of bravery
00000619 (1561)	attestation of force
0000061A (1562)	attestation of vigor
0000061B (1563)	attestation of fortitude
0000061C (1564)	attestation of legerity
0000061D (1565)	attestation of decisiveness
0000061E (1566)	attestation of sacrifice
0000061F (1567)	attestation of virtue
00000620 (1568)	attestation of transcendence
00000621 (1569)	attestation of harmony
00000622 (1570)	attestation of accuracy
00000623 (1571)	mystic fragment
00000624 (1572)	ornate fragment
00000625 (1573)	holy fragment
00000626 (1574)	intricate fragment
00000627 (1575)	runaeic fragment
00000628 (1576)	seraphic fragment
00000629 (1577)	tenebrous fragment
0000062A (1578)	stellar fragment
0000062B (1579)	demoniac fragment
0000062C (1580)	divine fragment
0000062D (1581)	heavenly fragment
0000062E (1582)	celestial fragment
0000062F (1583)	snarled fragment
00000630 (1584)	mysterial fragment
00000631 (1585)	ethereal fragment
00000632 (1586)	titanictus shell
00000633 (1587)	handful of high-quality pugil scales
00000634 (1588)	slab of tufa
00000635 (1589)	shard of necropsyche
00000636 (1590)	sprig of holy basil
00000637 (1591)	high-quality coeurl hide
00000638 (1592)	cactuar root
00000639 (1593)	dire candle
0000063A (1594)	bloody candle
0000063B (1595)	tome of whispers
0000063C (1596)	tome of moans
0000063D (1597)	snickering skull
0000063E (1598)	sniffling skull
0000063F (1599)	Yhoator flea
00000640 (1600)	rusty tail cutter
00000641 (1601)	mannequin head
00000642 (1602)	mannequin body
00000643 (1603)	mannequin hands
00000644 (1604)	mannequin legs
00000645 (1605)	mannequin feet
00000646 (1606)	remnant of a burning memory
00000647 (1607)	remnant of a bitter memory
00000648 (1608)	remnant of a fleeting memory
00000649 (1609)	remnant of a profane memory
0000064A (1610)	remnant of a startling memory
